Year,Zip Code,Price,RegionID,City,State,Latitude,Longitude
2010,32955,146850.0,13560,Rockledge,Florida,28.3061820903125,-80.72712834203125
2010,33040,371550.0,52767,Key West,Florida,24.564071185394734,-81.77032180605264
2010,33122,189750.0,126356,Tamiami,Florida,25.801498486764704,-80.31969256539792
2010,33410,237500.0,53788,Palm Beach Gardens,Florida,26.842827947335422,-80.08736814216302
2010,33455,220050.0,18591,Hobe Sound,Florida,27.080053748426153,-80.14624470653753
2010,33480,290450.0,47525,Saint Pete Beach,Florida,26.71763742387097,-80.04542790548386
2010,33569,124750.0,6790,Riverview,Florida,27.85661005183737,-82.31820852423768
2010,33573,102750.0,27322,Sun City Center,Florida,27.7156105349345,-82.35665986754003
2010,33594,157550.0,48210,Valrico,Florida,27.911330207659113,-82.24438749633225
2010,33755,125650.0,51447,Clearwater,Florida,27.977325140080428,-82.77967600951743
2010,33852,79050.0,18919,Lake Placid,Florida,27.296824268843185,-81.37330667388174
2010,33931,270500.0,18162,Fort Myers Beach,Florida,26.449808189578164,-81.9336836674938
2010,33947,119500.0,6847,Rotonda West,Florida,26.89610837363637,-82.27372100545455
2010,33957,633100.0,15959,Sanibel,Florida,26.44654020919881,-82.0821194537092
2010,34102,168600.0,19533,Naples,Florida,26.149374858742338,-81.79774084018405
2010,34228,449600.0,25643,Longboat Key,Florida,27.38992904,-82.63953803619047
2010,34275,225650.0,53586,Nokomis,Florida,27.13964829375,-82.44899846191406
2010,34285,135450.0,21057,Venice,Florida,27.0963088716,-82.437637775
2010,34450,78000.0,32157,Inverness,Florida,28.837317853139012,-82.29379671995515
2010,34637,146200.0,32416,Land O Lakes,Florida,28.26537773090909,-82.46554350727273
2010,34683,150300.0,13167,Palm Harbor,Florida,28.07941674522673,-82.75994802637231
2010,34688,176550.0,41184,Tarpon Springs,Florida,28.148705857857145,-82.69908237857143
2010,34690,50150.0,11940,Holiday,Florida,28.1917844035461,-82.72843227659575
2010,34711,141800.0,17472,Clermont,Florida,28.51733559210276,-81.73729914005709
2010,34737,130400.0,126392,The Hammocks,Florida,28.715133735146445,-81.81554334602511
2010,34748,110950.0,28595,Leesburg,Florida,28.78342458197474,-81.88611013138156
2010,34761,149050.0,22517,Ocoee,Florida,28.56298356521739,-81.53510911195653
2010,34769,108550.0,13653,Saint Cloud,Florida,28.251171547952215,-81.29941758088738
2010,34945,68650.0,38581,Fort Pierce,Florida,27.424409106878304,-80.43125957460317
2010,34952,99250.0,33501,Port Saint Lucie,Florida,27.2901662916368,-80.29798881063321
2010,34990,227050.0,26365,Palm City,Florida,27.171775226768375,-80.29048589334258
2010,35007,137050.0,43839,Alabaster,Alabama,33.23378136403509,-86.81664303192983
2010,35071,137250.0,31697,Gardendale,Alabama,33.653360911607656,-86.84374570446896
2010,35080,166500.0,35381,Helena,Alabama,33.27868819198473,-86.85720026030535
2010,35124,151450.0,42732,Pelham,Alabama,33.31718923864078,-86.79411227262136
2010,35401,117550.0,14208,Tuscaloosa,Alabama,33.197592502168675,-87.56435545967871
2010,35473,143600.0,26215,Northport,Alabama,33.25777361025641,-87.58590237884616
2010,35593,274350.0,14382,Vestavia Hills,Alabama,34.3725469,-88.05472904339622
2010,37027,500000.0,30583,Brentwood,Tennessee,36.007698207969305,-86.7768120270366
2010,37040,119200.0,10843,Clarksville,Tennessee,36.54999931015912,-87.34458425416157
2010,37055,98600.0,51718,Dickson,Tennessee,36.073588496542186,-87.40197529004149
2010,37064,307800.0,45339,Franklin,Tennessee,35.90623343204456,-86.86631248944954
2010,37073,118500.0,49236,Greenbrier,Tennessee,36.425378979,-86.8060483105
2010,37075,220050.0,32006,Hendersonville,Tennessee,36.312743061508705,-86.60737345396518
2010,37086,101400.0,46091,La Vergne,Tennessee,36.01474466729412,-86.56543094282353
2010,37087,135300.0,25534,Lebanon,Tennessee,36.2588219496844,-86.28028261938684
2010,37122,182200.0,39894,Mount Juliet,Tennessee,36.18742829320389,-86.49986992446601
2010,37127,135100.0,19523,Murfreesboro,Tennessee,35.78582594915254,-86.36304917966102
2010,37148,97050.0,40417,Portland,Tennessee,36.576629952401746,-86.50647814039301
2010,37150,95700.0,36583,Red Bank,Tennessee,36.53987196165803,-85.82834654300518
2010,37160,80150.0,33967,Shelbyville,Tennessee,35.481230048396505,-86.45976100510204
2010,37167,130200.0,54450,Smyrna,Tennessee,35.96165385709712,-86.52455260352188
2010,37172,106550.0,27227,Springfield,Tennessee,36.50677021881533,-86.87434306132404
2010,37178,84450.0,15136,East Ridge,Tennessee,36.347819172916665,-87.78180815625
2010,37201,140250.0,6118,Nashville,Tennessee,36.16435977416667,-86.7747828575
2010,37311,105300.0,44641,Cleveland,Tennessee,35.15393622818281,-84.88445684461371
2010,37341,145200.0,8763,Harrison,Tennessee,35.167873705038765,-85.1008543255814
2010,37355,112750.0,5775,Manchester,Tennessee,35.49747566775648,-86.09007243866967
2010,37377,269050.0,27104,Signal Mountain,Tennessee,35.15358242146341,-85.3345080902439
2010,37388,105900.0,7486,Tullahoma,Tennessee,35.354523142480616,-86.22131028201551
2010,37601,125350.0,52696,Johnson City,Tennessee,36.33904368024692,-82.3543461466231
2010,37620,97350.0,3820,Bristol,Tennessee,36.56641422404238,-82.18613015786471
2010,37659,136600.0,9655,Jonesborough,Tennessee,36.29608455569231,-82.48691252215384
2010,37660,104450.0,32311,Kingsport,Tennessee,36.54414302070626,-82.56704494044943
2010,37743,77700.0,4976,Greeneville,Tennessee,36.122459906716415,-82.85494350920398
2010,37771,122050.0,12364,Lenoir City,Tennessee,35.815535047109826,-84.28474391907514
2010,37813,98500.0,32955,Morristown,Tennessee,36.188802122495275,-83.2725926448015
2010,37862,148350.0,7018,Sevierville,Tennessee,35.81554872842466,-83.5813415902968
2010,37865,140750.0,9366,Seymour,Tennessee,35.86787046274865,-83.75505020361663
2010,37934,309000.0,51996,Farragut,Tennessee,35.88241134485294,-84.15860261926471
2010,38016,143300.0,4208,Cordova,Tennessee,35.173200945622895,-89.78052403055555
2010,38017,276150.0,51487,Collierville,Tennessee,35.05639070262369,-89.68149684167916
2010,38060,144450.0,13076,Oakland,Tennessee,35.2222543597561,-89.5150474402439
2010,38138,278000.0,11594,Germantown,Tennessee,35.08893114151624,-89.78989438327316
2010,38555,105700.0,31119,Crossville,Tennessee,35.944630541534266,-85.04005463059465
2010,39042,153700.0,10530,Brandon,Mississippi,32.26827868032319,-89.9690447621673
2010,39110,233350.0,5751,Madison,Mississippi,32.47581811258457,-90.12237956576456
2010,39208,104600.0,26438,Pearl,Mississippi,32.27165676491229,-90.09887701515152
2010,39564,126400.0,53676,Ocean Springs,Mississippi,30.412424217359412,-88.7664977200489
2010,40014,196750.0,24267,Crestwood,Kentucky,38.334463020077976,-85.43282575984405
2010,40031,205400.0,39297,La Grange,Kentucky,38.40635559770642,-85.38665040022936
2010,40065,142550.0,40869,Shelbyville,Kentucky,38.19550506394316,-85.23018970284191
2010,40202,122300.0,12455,Louisville,Kentucky,38.25122790183851,-85.7494003126708
2010,40324,142150.0,31724,Georgetown,Kentucky,38.22451803339513,-84.54775959867585
2010,40356,137750.0,33117,Nicholasville,Kentucky,37.89353152292627,-84.57311159815667
2010,40403,115300.0,50972,Berea,Kentucky,37.58030140300429,-84.27935657124463
2010,40502,153750.0,25574,Lexington,Kentucky,38.02893302074304,-84.48954228111455
2010,41005,147550.0,28341,Burlington,Kentucky,39.019758670182554,-84.71516872413792
2010,41018,84350.0,4603,Erlanger,Kentucky,39.01755305859107,-84.60134711323025
2010,41048,140150.0,18524,Hebron,Kentucky,39.07991334278481,-84.70989503822784
2010,41091,208500.0,54785,Union,Kentucky,38.93838879948979,-84.67339856530613
2010,43004,132550.0,17049,Blacklick,Ohio,40.006515659016394,-82.82261054459016
